TEXT,LABEL
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
skin rash pus filled pimples blackheads scurring,acne
vomiting nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
vomiting breathlessness sweating chest pain,heart-attack
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression visual disturbances,migraine
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
fatigue weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
continuous sneezing chills watering from eyes,allergy
itching fatigue lethargy yellowish skin dark urine abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
continuous sneezing shivering chills watering from eyes,allergy
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
skin rash nodal skin eruptions dischromic patches,fungal-infection
fatigue mood swings weight loss restlessness sweating fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
headache dizziness loss of balance lack of concentration,hypertension-
acidity indigestion headache blurred and distorted vision stiff neck depression irritability visual disturbances,migraine
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
joint pain vomiting fatigue yellowish skin dark urine nausea abdominal pain yellowing of eyes,hepatitis-d
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash pus filled pimples blackheads scurring,acne
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
stomach pain ulcers on tongue vomiting cough chest pain,gerd
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
skin rash nodal skin eruptions dischromic patches,fungal-infection
cough high fever breathlessness family history mucoid sputum,bronchial-asthma
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
skin rash blackheads scurring,acne
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
chills fatigue cough high fever breathlessness malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
headache chest pain dizziness loss of balance lack of concentration,hypertension-
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
stomach pain acidity vomiting cough chest pain,gerd
weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
itching vomiting yellowish skin loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
vomiting yellowish skin swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
vomiting fatigue anxiety sweating headache nausea excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
vomiting breathlessness sweating chest pain,heart-attack
continuous sneezing chills fatigue cough headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
vomiting breathlessness sweating chest pain,heart-attack
joint pain vomiting fatigue high fever yellowish skin nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
headache chest pain loss of balance lack of concentration,hypertension-
fatigue bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
skin rash blister red sore around nose yellow crust ooze,impetigo
breathlessness sweating chest pain,heart-attack
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
vomiting fatigue anxiety sweating headache nausea excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
headache chest pain dizziness loss of balance lack of concentration,hypertension-
skin rash pus filled pimples scurring,acne
skin rash pus filled pimples scurring,acne
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
joint pain fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
headache chest pain dizziness loss of balance lack of concentration,hypertension-
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
vomiting fatigue anxiety headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
skin rash pus filled pimples blackheads scurring,acne
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
itching fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
chills vomiting fatigue high fever nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
skin rash pus filled pimples blackheads scurring,acne
vomiting headache nausea spinning movements unsteadiness,vertigo-paroymsal--positional-vertigo
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
skin rash chills vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
itching stomach pain burning micturition spotting urination,drug-reaction
skin rash chills joint pain vomiting fatigue headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
muscle wasting patches in throat high fever extra marital contacts,aids
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
stiff neck swelling joints movement stiffness painful walking,arthritis
headache chest pain dizziness loss of balance lack of concentration,hypertension-
fatigue cramps bruising obesity swollen legs swollen blood vessels,varicose-veins
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
back pain weakness in limbs dizziness loss of balance,cervical-spondylosis
joint pain vomiting fatigue yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
continuous sneezing chills fatigue cough headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
skin rash skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
skin rash blackheads scurring,acne
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
itching stomach pain burning micturition spotting urination,drug-reaction
headache chest pain dizziness loss of balance lack of concentration,hypertension-
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
headache chest pain dizziness loss of balance lack of concentration,hypertension-
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
vomiting sunken eyes diarrhoea,gastroenteritis
itching vomiting fatigue high fever yellowish skin dark urine abdominal pain,jaundice
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
vomiting headache spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
joint pain neck pain hip joint pain swelling joints painful walking,osteoarthristis
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
itching skin rash nodal skin eruptions,fungal-infection
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
vomiting fatigue anxiety headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity increased appetite polyuria,diabetes
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
chills vomiting fatigue high fever headache nausea constipation diarrhoea toxic look typhos belly pain,typhoid
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite yellowing of eyes,hepatitis-d
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
itching skin rash fatigue lethargy high fever headache loss of appetite swelled lymph nodes malaise red spots over body,chicken-pox
fatigue weight loss lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
continuous sneezing shivering chills watering from eyes,allergy
pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
headache chest pain loss of balance lack of concentration,hypertension-
chills fatigue cough high fever sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
itching fatigue lethargy dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
burning micturition bladder discomfort continuous feel of urine,urinary-tract-infection
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
skin rash pus filled pimples blackheads scurring,acne
itching skin rash stomach pain burning micturition,drug-reaction
muscle wasting patches in throat high fever extra marital contacts,aids
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
continuous sneezing chills fatigue high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
chills vomiting fatigue high fever nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
chills vomiting high fever sweating headache diarrhoea muscle pain,malaria
muscle wasting patches in throat high fever extra marital contacts,aids
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
muscle weakness swelling joints movement stiffness painful walking,arthritis
vomiting headache nausea loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
skin rash chills joint pain vomiting high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
fatigue cramps bruising obesity swollen legs prominent veins on calf,varicose-veins
fatigue weight loss lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
chills fatigue cough high fever sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
back pain neck pain dizziness loss of balance,cervical-spondylosis
vomiting breathlessness sweating chest pain,heart-attack
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
fatigue yellowish skin nausea yellowing of eyes family history,hepatitis-c
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
continuous sneezing shivering chills watering from eyes,allergy
fatigue yellowish skin nausea loss of appetite family history,hepatitis-c
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
chest pain dizziness loss of balance lack of concentration,hypertension-
fatigue weight gain cold hands and feets mood swings lethargy puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes coma stomach bleeding,hepatitis-e
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
vomiting loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
burning micturition bladder discomfort continuous feel of urine,urinary-tract-infection
acidity indigestion headache blurred and distorted vision stiff neck depression irritability visual disturbances,migraine
vomiting headache altered sensorium,paralysis-brain-hemorrhage
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
itching fatigue lethargy dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
headache chest pain dizziness loss of balance lack of concentration,hypertension-
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
chills vomiting fatigue high fever headache nausea constipation diarrhoea toxic look typhos belly pain,typhoid
vomiting sunken eyes diarrhoea,gastroenteritis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
vomiting fatigue sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
skin rash pus filled pimples blackheads scurring,acne
muscle weakness stiff neck movement stiffness painful walking,arthritis
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
skin rash pus filled pimples blackheads scurring,acne
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
fatigue weight gain mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
burning micturition foul smell of urine continuous feel of urine,urinary-tract-infection
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
fatigue weight gain mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
headache chest pain dizziness loss of balance lack of concentration,hypertension-
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
muscle wasting patches in throat high fever extra marital contacts,aids
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain,dengue
chills vomiting high fever sweating headache nausea muscle pain,malaria
muscle wasting patches in throat extra marital contacts,aids
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
fatigue cramps bruising obesity swollen legs swollen blood vessels,varicose-veins
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
vomiting dehydration diarrhoea,gastroenteritis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
headache chest pain dizziness loss of balance lack of concentration,hypertension-
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
vomiting indigestion abdominal pain passage of gases internal itching,peptic-ulcer-diseae
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
muscle weakness stiff neck swelling joints movement stiffness,arthritis
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
chills fatigue cough breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
muscle weakness stiff neck movement stiffness painful walking,arthritis
vomiting breathlessness sweating chest pain,heart-attack
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
continuous sneezing shivering chills watering from eyes,allergy
itching fatigue yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
joint pain vomiting dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
